nct_id,final_screening,decision_basis,adjudication_reason,brief_title,study_type,overall_status,start_date,study_first_post_date,registry_last_update_post_date,enrollment,lead_sponsor,interventions,countries,has_results,minimum_age,maximum_age,sex,conditions,flash_triage,flash_confidence,sol_audit
NCT06400199,exclude,recorded_adjudication,"Human confirmation: transfeminine adolescents are studied for fertility preservation around puberty suppression, with hormone therapy occurring only afterward; no estradiol/testosterone GAHT research component is registered.",Fertility Preservation for Transfeminine Adolescents Via Semen Cryopreservation or Testicular Sperm Extraction,OBSERVATIONAL,UNKNOWN,2022-07-01,2024-05-06,2024-05-06,40,"Amsterdam UMC, location VUmc",,Netherlands,False,10 Years,18 Years,MALE,"Gender Dysphoria, Adolescent",human_review,medium,likely_exclude
NCT06403059,exclude,validated_obvious_exclude_stratum,No individual adjudication recorded; retained as an obvious exclude after the predefined Sol audit and 25-study low-priority QC sample showed no obvious-exclude reversals.,Cervical Length and Uterocervical Angle as Predictors of Spontaneous Preterm Birth,OBSERVATIONAL,COMPLETED,2023-10-15,2024-05-07,2024-05-07,263,Beni-Suef University,Cervical Length; Uterocervical Angle,Egypt,False,20 Years,40 Years,FEMALE,Preterm Pregnancy,obvious_exclude,high,
NCT06405243,exclude,recorded_adjudication,"Human confirmation: the trial evaluates letrozole combined with myoinositol, chromium, or L-arginine for ovulation induction in infertile women with PCOS; no TGD population or GAHT research role is defined.","Myoinositol, L-arginine and Chromium With Letrozole for Ovulation Induction in Polycystic Ovarian Syndrome Patients",INTERVENTIONAL,UNKNOWN,2024-06-30,2024-05-08,2024-05-08,100,Beni-Suef University,Myoinositol; Chromium; l-arginine; Letrozole 2.5mg,Egypt,False,20 Years,40 Years,FEMALE,Polycystic Ovary Syndrome,obvious_exclude,high,agree_obvious_exclude
NCT06418347,exclude,recorded_adjudication,"Human confirmation: the trial evaluates alpha-lipoic acid plus letrozole for fertility treatment in women with PCOS; measured sex hormones are reproductive endpoints, not GAHT, and no TGD population is defined.",Effect of ALA Combined With Letrozole on Polycystic Ovary Syndrome Clinical Outcome in Infertile Females,INTERVENTIONAL,UNKNOWN,2024-04-01,2024-05-17,2025-02-24,150,Ain Shams University,Alpha lipoic acid; Letrozole,Egypt,False,18 Years,35 Years,FEMALE,"Polycystic Ovary Syndrome; Infertility, Female",obvious_exclude,high,agree_obvious_exclude
NCT06428669,exclude,recorded_adjudication,"Human adjudication: the trial evaluates nitroglycerin after chest masculinization surgery and has no registered GAHT intervention, exposure, comparison, monitoring, or analysis.",Effect of Nitropaste in Chest Masculinizing Surgery,INTERVENTIONAL,UNKNOWN,,,2024-06-06,256,,Nitro-Bid 2 % Topical Ointment,,False,18 Years,,FEMALE,Gender Dysphoria,likely_include,high,likely_exclude
NCT06436560,exclude,recorded_adjudication,"Human confirmation: explicit trans/nonbinary population seeking vaginoplasty; the intervention is perioperative peer support and outcomes concern surgical preparation and well-being, while hormone therapy is background access context only.",Support for Transgender and Non-Binary Individuals Seeking Vaginoplasty Study,INTERVENTIONAL,ENROLLING_BY_INVITATION,2024-12-10,2024-05-31,2026-03-16,290,Oregon Health and Science University,STRIVE Peer Support Intervention,United States,False,18 Years,,MALE,Gender Affirmation Surgery; Perioperative Care; Transgender Health,human_review,medium,likely_exclude
NCT06439290,exclude,recorded_adjudication,"Human confirmation: the study evaluates gender-affirming voice/laryngeal surgery and voice outcomes; hormone therapy is mentioned as background gender-affirming treatment but is not an analyzed intervention, exposure, comparison, monitoring target, or outcome.","Voice Outcome of Glottoplasty, Cricothyroid Approximation, Thyroplasty, and Chondrolaryngoplasty",INTERVENTIONAL,RECRUITING,2024-04-10,2024-06-03,2024-06-03,290,University Ghent,Phonosurgery; Mastectomy/breast augmentation,Belgium,False,18 Years,70 Years,ALL,Surgery; Larynx; Transgenderism; Gender Dysphoria,human_review,medium,likely_exclude
NCT06443164,exclude,recorded_adjudication,"Human confirmation: explicit transgender/gender-diverse surgical population; the intervention treats chronic pain before gender-affirming surgery, with no GAHT-specific research component.",Efficacy of a Chronic Pain Treatment Prior to Gender-affirming Surgery,INTERVENTIONAL,ENROLLING_BY_INVITATION,,,2025-07-31,78,,Empowered Relief; Standard of Care,,False,18 Years,100 Years,ALL,"Pain Catastrophizing; Pain, Chronic; Gender Identity",human_review,medium,likely_exclude
NCT06450405,include,recorded_adjudication,Human confirmation: explicit TGD population; reproductive neuroendocrine outcomes are measured before and during testosterone treatment.,Androgen Effects on the Reproductive Neuroendocrine Axis,INTERVENTIONAL,TERMINATED,2025-02-26,2024-06-10,2025-07-22,2,"University of California, San Diego",Testosterone Cypionate 50 MG/ML Injectable Solution,United States,True,18 Years,35 Years,FEMALE,Transgenderism; Reproductive Issues,likely_include,high,agree_likely_include
NCT06470906,exclude,recorded_adjudication,Human confirmation: testosterone is stable eligibility/background while the randomized intervention is probiotic versus placebo; GAHT is not an analyzed research variable.,Feasibility of an Oral Intervention for Sexual Health in Transgender Men,INTERVENTIONAL,COMPLETED,2024-08-14,2024-06-24,2025-05-09,29,Columbia University,Probiotic Group; Placebo Group,United States,False,18 Years,45 Years,MALE,Vaginal Dysbiosis; Vaginal Disease; Molecular-bacterial Vaginosis,likely_include,high,agree_likely_include
NCT06482385,include,recorded_adjudication,Human confirmation: explicit transmasculine population; quality-of-life and sexual-function outcomes are measured before and after testosterone GAHT initiation.,Transmasculine Quality of Life and Sexual Function at Pre and Post Gender-affirming Hormonal Therapy,OBSERVATIONAL,COMPLETED,2022-09-15,2024-07-01,2024-07-01,40,Chulalongkorn University,,Thailand,False,18 Years,,FEMALE,Transgender Men,likely_include,high,agree_likely_include
NCT06487754,include,recorded_adjudication,Human confirmation: explicit transmasculine population; chronic pelvic pain appearing or changing after testosterone GAHT is the explicit subject of study.,New-onset Chronic Pelvic Pain in Transgender People Using Testosterone Therapy: an Exploratory Qualitative Study.,OBSERVATIONAL,RECRUITING,2024-09-27,2024-07-05,2024-12-17,15,"University Hospital, Grenoble",,France,False,18 Years,,ALL,Transgender Persons; Pelvic Pain; Testosterone; Gender-Affirming Care,likely_include,high,agree_likely_include
NCT06496581,exclude,validated_obvious_exclude_stratum,No individual adjudication recorded; retained as an obvious exclude after the predefined Sol audit and 25-study low-priority QC sample showed no obvious-exclude reversals.,Standard of Care +/- 177Lu-PSMA-617 In de Novo mHSPC Patients With Poor PSA Response (PEACE6-Poor Responders),INTERVENTIONAL,RECRUITING,2024-09-12,2024-07-11,2024-12-20,500,UNICANCER,177Lu-PMSA-617; Standard of Care,France,False,18 Years,80 Years,MALE,Prostate Cancer Metastatic,obvious_exclude,high,
NCT06502353,exclude,recorded_adjudication,"Human confirmation: explicit transgender/nonbinary mastectomy population; the study evaluates a thermal preconditioning device and surgical wound outcomes, not GAHT.",Plexaa For Preconditioning: Gender Affirming Mastectomy,INTERVENTIONAL,RECRUITING,,,2025-10-01,15,,BLOOM43,,False,18 Years,,FEMALE,Nipple Necrosis; Nipple Graft Loss,human_review,medium,likely_exclude
NCT06515834,exclude,validated_obvious_exclude_stratum,No individual adjudication recorded; retained as an obvious exclude after the predefined Sol audit and 25-study low-priority QC sample showed no obvious-exclude reversals.,"Investigating the Safety, Tolerability, Immunogenicity and Pharmacokinetics of Olamkicept in Healthy Japanese Persons",INTERVENTIONAL,COMPLETED,2024-07-01,2024-07-23,2024-12-06,24,Ferring Pharmaceuticals,FE 999301; Placebo,Japan,False,18 Years,45 Years,MALE,Gastroenterology,obvious_exclude,high,
NCT06530992,exclude,recorded_adjudication,Human adjudication: the study evaluates tucking and semen quality before GAHT and excludes ongoing GAHT; GAHT is future clinical context rather than the studied exposure.,The Effect of Tucking on Semen Quality of Adult Trans Women,OBSERVATIONAL,RECRUITING,2024-07-17,2024-07-31,2024-07-31,40,Medical University Innsbruck,tucking break,Austria,False,18 Years,50 Years,MALE,Transgender; Gender Incongruence; Fertility Issues,likely_include,high,likely_exclude
NCT06537765,exclude,validated_obvious_exclude_stratum,No individual adjudication recorded; retained as an obvious exclude after the predefined Sol audit and 25-study low-priority QC sample showed no obvious-exclude reversals.,Combined Effect of Therapeutic Ultrasound and Trans Cutaneous Electrical Nerve Stimulation on Endometriosis,INTERVENTIONAL,NOT_YET_RECRUITING,2024-08-10,2024-08-05,2024-08-06,45,Cairo University,Medical treatment; Therapeutic ultrasound (US); Transcutaneous electrical nerve stimulation (TENS),,False,25 Years,35 Years,FEMALE,Endometriosis,obvious_exclude,high,
NCT06545721,exclude,validated_obvious_exclude_stratum,No individual adjudication recorded; retained as an obvious exclude after the predefined Sol audit and 25-study low-priority QC sample showed no obvious-exclude reversals.,Weight Cycling on Hyperandrogenemia and Insulin Resistance in Polycystic Ovary Syndrome,INTERVENTIONAL,RECRUITING,2024-08-13,2024-08-09,2025-12-03,425,Peking Union Medical College Hospital,Adjusting dietary structure + exercise + behavioral intervention; Precision dietary prescription; Standard guideline-based low-energy diet,China,False,18 Years,45 Years,ALL,Polycystic Ovary Syndrome,obvious_exclude,high,
NCT06565663,exclude,recorded_adjudication,"Human confirmation: explicit transgender/nonbinary population; the randomized intervention is a metoidioplasty/phalloplasty decision aid and the outcomes concern surgical decision-making, not GAHT.",MaPGAS Decision Making,INTERVENTIONAL,ENROLLING_BY_INVITATION,,,2026-03-23,140,,MaPGAS Decision Aid,,False,18 Years,,FEMALE,"Gender Dysphoria; Gender Dysphoria, Adult; Gender Incongruence; Transgenderism; Transsexualism; Transgender Persons; Phalloplasty",human_review,medium,likely_exclude
NCT06573177,include,recorded_adjudication,Human confirmation: explicit TGD youth population; biologic and clinical outcomes are measured before and during cross-sex hormone treatment as well as puberty suppression.,Optimizing Individual Health Care for Young People With Gender Incongruence,OBSERVATIONAL,RECRUITING,2022-01-01,2024-08-27,2024-08-27,1300,"Rigshospitalet, Denmark",Referral to the gender identity service.,Denmark,False,,18 Years,ALL,Gender Incongruence,likely_include,high,agree_likely_include
NCT06581679,exclude,validated_obvious_exclude_stratum,No individual adjudication recorded; retained as an obvious exclude after the predefined Sol audit and 25-study low-priority QC sample showed no obvious-exclude reversals.,Adenomyosis and Pregnancy: Levonorgestrel vs. GnRH for Blastocyst Transfer,INTERVENTIONAL,COMPLETED,2023-12-15,2024-09-03,2024-09-03,184,Zagazig University,Triptorelin; levonorgestrel-releasing intrauterine system; frozen embryo transfer,Egypt,False,30 Years,65 Years,FEMALE,Adenomyosis,obvious_exclude,high,
NCT06615401,include,recorded_adjudication,Human confirmation: explicit transgender veteran population; receipt/access to hormone therapy and associations with mental-health outcomes are explicit study aims.,Understanding Perceived Access and Receipt of Gender-affirming Treatments Among Transgender Veterans,OBSERVATIONAL,COMPLETED,2024-10-01,2024-09-26,2026-01-28,986,VA Office of Research and Development,,United States,True,,,ALL,Gender Dysphoria,human_review,medium,likely_include
NCT06639763,exclude,recorded_adjudication,"Human confirmation: explicit transgender post-phalloplasty/metoidioplasty population; hormone therapy is discussed as background to surgical anatomy, but registered outcomes concern erectile aids and sexual satisfaction rather than GAHT.",Erectile Aid Use in Post-phalloplasty and Post-metoidioplasty Transgender Patients,OBSERVATIONAL,RECRUITING,,,2024-10-15,1000,,Questionnaire,,False,18 Years,,FEMALE,Transgenderism; Erectile Dysfunction; Gender Dysphoria; Sexual Dysfunction,human_review,medium,likely_exclude
NCT06639776,exclude,recorded_adjudication,"Human confirmation: explicit transgender post-phalloplasty population; hormone therapy is background transition context while the study evaluates erectile prostheses, sexual function, satisfaction, and device complications rather than GAHT.",Sexual Functioning After Erection Prosthesis Placement in Post Phalloplasty Transgender Persons,OBSERVATIONAL,RECRUITING,,,2024-10-15,150,,Questionnaire,,False,18 Years,,FEMALE,Transgenderism; Erectile Dysfunction; Prosthesis Durability; Gender Dysphoria; Sexual Dysfunction,human_review,medium,likely_exclude
NCT06656676,exclude,recorded_adjudication,"Human adjudication: GAHT/PrEP interaction concerns motivate the decision-support tool, but registered outcomes evaluate the tool and PrEP decision-making/adherence rather than GAHT or a GAHT-PrEP interaction.",WePrEP: Developing a PrEP Shared Decision-making Tool for Transgender Women,INTERVENTIONAL,RECRUITING,2025-01-29,2024-10-24,2025-02-27,75,"University of Colorado, Denver",WePrEP: A shared decision-making tool; Active comparator: CDC recommendations for discussing PrEP,United States,False,18 Years,65 Years,MALE,HIV Prevention,human_review,medium,genuinely_ambiguous
NCT06670053,include,recorded_adjudication,Human confirmation: explicit transmasculine/gender-diverse youth population; headache and brain-development outcomes are measured longitudinally before and after testosterone GAHT initiation.,"Puberty, Testosterone, and Brain Development",OBSERVATIONAL,RECRUITING,2024-12-31,2024-11-01,2025-04-03,100,"University of Colorado, Denver",Testosterone,United States,False,12 Years,20 Years,ALL,Gender Identity; Gender Dysphoria in Adolescents and Adults; Headache; Transgender,likely_include,high,agree_likely_include
NCT06710496,include,recorded_adjudication,Human confirmation: explicit TGD population; long-term testosterone GAHT effects on reproductive-organ histology are explicitly studied.,HISTOLOGICAL RESULTS IN TRANSGENDER INDIVIDUALS ASSIGNED TO FEMALES AT BIRTH UNDERGOING GENDER AFFIRMATION SURGERY AND IN TESTOSTERONE THERAPY,OBSERVATIONAL,NOT_YET_RECRUITING,2024-12,2024-11-29,2024-11-29,100,IRCCS Azienda Ospedaliero-Universitaria di Bologna,analysis of medical records,Italy,False,18 Years,,FEMALE,Pregnancy; Smoking Behavior; Testosterone Replacement Therapy; Drugs; Comorbidities and Coexisting Conditions; Gynecological Surgery; Transgender Men; Gender Affirmation Surgery; Hormone Replacement Therapy; Gynecological Disorders,likely_include,high,agree_likely_include
NCT06733350,exclude,validated_obvious_exclude_stratum,No individual adjudication recorded; retained as an obvious exclude after the predefined Sol audit and 25-study low-priority QC sample showed no obvious-exclude reversals.,Testosterone Replacement Therapy for the Treatment of Low Testosterone in Hypogonadal Men With Localized Prostate Cancer on Active Surveillance,INTERVENTIONAL,RECRUITING,2025-01-15,2024-12-13,2026-05-14,600,Roswell Park Cancer Institute,Biopsy of Prostate; Biospecimen Collection; Magnetic Resonance Imaging; Patient Observation; Questionnaire Administration; Therapeutic Testosterone,United States,False,18 Years,,MALE,Localized Prostate Carcinoma; Stage I Prostate Cancer AJCC v8; Stage II Prostate Cancer AJCC v8; Stage III Prostate Cancer AJCC v8,obvious_exclude,high,
NCT06733415,include,recorded_adjudication,Human confirmation: explicit TGD population; metabolic outcomes are measured before and after initiation of gender-affirming hormone treatment.,Changes in Energy Expenditure (EE) in Transsexuals Undergoing Hormonal Therapy,OBSERVATIONAL,ENROLLING_BY_INVITATION,2024-01-03,2024-12-13,2024-12-13,40,Tel-Aviv Sourasky Medical Center,,Israel,False,17 Years,,ALL,"Transgender; Transgender Persons, M01.777.500",human_review,medium,likely_include
NCT06741319,exclude,recorded_adjudication,"Human adjudication: hormone therapy is one of many recorded health characteristics/services, with no explicit hormone-specific research objective or analysis.",Behavioral and Psychosocial Characteristics of Clients Accessing Services at IHRI,OBSERVATIONAL,RECRUITING,2013-07-02,2024-12-18,2026-04-02,300000,"Institute of HIV Research and Innovation Foundation, Thailand",Demographic characteristics; Social and sexual behaviors; Psychosocial characteristics; Clinical characteristics; Referral and linkage to care for HIV-positive clients; Characteristics associated with service implementation,Thailand,False,16 Years,,ALL,HIV,likely_include,high,downgrade_human_review
NCT06747624,exclude,recorded_adjudication,Human confirmation: the study tests geranylgeraniol supplementation for effects on endogenous testosterone in healthy men and women and excludes current/recent hormone replacement therapy; no TGD population or GAHT research role is defined.,A Crossover Clinical Trial Investigating the Effects of Geranylgeraniol (GG) Supplementation on Testosterone Levels in Healthy Men and Women Over an 18-week Period,INTERVENTIONAL,COMPLETED,2025-01-30,2024-12-24,2026-05-01,34,Designs for Health,Geranylgeraniol 300 mg; Placebo,United States,False,40 Years,65 Years,ALL,Wellness; Health,obvious_exclude,high,agree_obvious_exclude
NCT06774053,include,recorded_adjudication,Human confirmation: explicit TGD population; longitudinal cohorts include participants starting or already receiving GAHT with hormone levels and clinical outcomes followed.,Swiss ProspectivE Cohort of TRAnsgender and Gender Diverse Individuals - The SPECTRA Study,OBSERVATIONAL,RECRUITING,2026-04-20,2025-01-14,2026-06-30,600,"University Hospital, Basel, Switzerland",Group A (start of GAHT); Group B (on-going GAHT); Group C (GAS),Switzerland,False,16 Years,,ALL,Transgender Individuals; Gender Incongruence,likely_include,high,agree_likely_include
NCT06779331,exclude,recorded_adjudication,"Human confirmation: the observational ICU study evaluates phosphate excretion, kidney function, PTH, vitamin D, and critical-care outcomes; there is no TGD population or GAHT research component.",Phosphate Urine Excretion in Critically Ill Patients,OBSERVATIONAL,ACTIVE_NOT_RECRUITING,2023-09-11,2025-01-16,2025-05-28,205,Rabin Medical Center,,Israel,False,18 Years,,ALL,Critically Ill Intensive Care Unit Patients,obvious_exclude,high,agree_obvious_exclude
NCT06807580,include,recorded_adjudication,Human confirmation: explicit transgender women population; progesterone is directly randomized within feminizing GAHT and treatment-related outcomes are measured.,Progesterone in Gender Affirming Hormone Therapy Study,INTERVENTIONAL,RECRUITING,2025-05-12,2025-02-04,2025-12-24,40,Emory University,Placebo; Progesterone,United States,False,18 Years,60 Years,MALE,Transgender Women,likely_include,high,agree_likely_include
NCT06816355,include,recorded_adjudication,Human confirmation: explicit transgender population; postoperative outcomes are explicitly compared by recent testosterone or estrogen exposure.,Exogenous Sex Hormones and PONV,OBSERVATIONAL,COMPLETED,2025-02-04,2025-02-10,2025-02-21,7348,Riverside University Health System Medical Center,Orchiectomy; Hysterectomy; Augmentation mammoplasty,United States,False,18 Years,,ALL,Postoperative Nausea and Vomiting; Sex Hormone; Transgender,likely_include,high,agree_likely_include
NCT06844097,exclude,recorded_adjudication,"Human confirmation: participants are medical students receiving a cervical-cancer prevention training intervention, not a TGD research population, and there is no GAHT research component.",Intervention for Medical Student to Promote Cervical Cancer Screening Among Latinx Transmasculine Individuals,INTERVENTIONAL,NOT_YET_RECRUITING,,,2025-03-04,60,,Cervical Cancer Trans Inclusive Education (CC-TRAINED) Module; Disaster Preparedness Course,,False,21 Years,,ALL,Clinical Competence; Medical Education; Cervical Cancer Screening,human_review,medium,likely_exclude
NCT06854432,exclude,validated_obvious_exclude_stratum,No individual adjudication recorded; retained as an obvious exclude after the predefined Sol audit and 25-study low-priority QC sample showed no obvious-exclude reversals.,Assessment of Biological and Biometrological Parameters in Adult Subjects with Androgenetic Alopecia,INTERVENTIONAL,TERMINATED,2024-03-05,2025-03-03,2025-03-03,46,Pierre Fabre Dermo Cosmetique,Biometrological measurements; Biological sampling,France,False,30 Years,50 Years,MALE,"Alopecia, Androgenetic; Healthy",obvious_exclude,high,
NCT06854965,include,recorded_adjudication,"Human confirmation: explicit TGD cohort; quality of life is analyzed with hormone-therapy complications, transition modality, and self-medication variables.",Cohort Study on Factors Associated with the Evolution of Quality of Life Among Transgender Individuals in the French Population,OBSERVATIONAL,NOT_YET_RECRUITING,2025-02-28,2025-03-03,2025-03-03,1500,CNGE Conseil,,France,False,18 Years,,ALL,Transgender Persons,human_review,medium,likely_include
NCT06880705,exclude,recorded_adjudication,"Human confirmation: explicit transgender population; the ACT-based intervention targets stigma, substance misuse, HIV risk, and gender affirmation broadly, without a hormone-specific GAHT intervention, exposure, comparison, monitoring target, or outcome.",The Trans-Led Care Study,INTERVENTIONAL,RECRUITING,,,2026-07-15,124,,The TLC Program,,False,18 Years,,ALL,"Substance Abuse; Substance Addiction; Substance Use Disorder (SUD); Substance Use (Drugs, Alcohol); Human Immunodeficiency Virus (HIV)",human_review,medium,likely_exclude
NCT06939257,include,recorded_adjudication,Human confirmation: explicit gender-minority population; chronic-pain and sensory outcomes are compared longitudinally in adults initiating versus not using GAHT.,Pain Outcomes Associated With Exogenous Hormone Therapy in Adults,OBSERVATIONAL,RECRUITING,,,2026-05-14,200,,,,False,18 Years,50 Years,ALL,Pain; Gender Minority Individuals,likely_include,high,agree_likely_include
NCT06953908,include,recorded_adjudication,"Human confirmation: explicit TGD cohort; hormone-therapy effects, complications, and treatment courses are explicit study subjects.",The Copenhagen Gender Identity Cohort,OBSERVATIONAL,RECRUITING,2022-02-01,2025-05-01,2025-05-01,2000,"Rigshospitalet, Denmark",,Denmark,False,18 Years,,ALL,"Gender Identity; Gender Dysphoria, Adult; Gender Incongruence",human_review,medium,likely_include
NCT06969326,exclude,recorded_adjudication,"Human confirmation: explicit transgender-men population on stable testosterone, but the randomized topical estradiol is used for postoperative bleeding and wound healing rather than as GAHT; testosterone is eligibility/background rather than an analyzed GAHT exposure.",Topical Estrogen: Brief Intervention to Improve Postoperative Experience for Transgender Men Undergoing Hysterectomy,INTERVENTIONAL,RECRUITING,2025-05-01,2025-05-13,2025-05-13,48,Women and Infants Hospital of Rhode Island,Use of topical estradiol; No intervention,United States,False,18 Years,,FEMALE,Postoperative Bleeding; Gender Dysphoria; Hysterectomy,human_review,medium,likely_exclude
NCT06987045,exclude,recorded_adjudication,Human confirmation: GAHT/orchiectomy are eligibility and clinical context; registered PSA outcomes do not analyze results by GAHT exposure or regimen.,Trans and Non-binary Prostate-Specific Antigen Reference Interval Determination Study,OBSERVATIONAL,RECRUITING,2026-04-04,2025-05-23,2026-06-04,500,Queen Mary University of London,,United Kingdom,False,40 Years,100 Years,ALL,Prostate CA,likely_include,high,agree_likely_include
NCT07005648,exclude,recorded_adjudication,Human confirmation: menopause registry including transgender men who have not undergone hormonal gender reassignment; hormone-therapy variables concern menopause rather than GAHT.,Brazilian Registry of Menopausal Health,OBSERVATIONAL,RECRUITING,2026-06-30,2025-06-05,2026-05-20,1592,Science Valley Research Institute,,Brazil,False,35 Years,65 Years,ALL,Menopause,human_review,medium,likely_exclude
NCT07017595,exclude,recorded_adjudication,"Human confirmation: explicit transgender-women population; the intervention and outcomes concern gender-affirming voice training and acoustic biofeedback, with no GAHT research component.",Gender-affirming Voice Training With Visual Feedback,INTERVENTIONAL,TERMINATED,,,2025-07-24,6,,Visual-acoustic biofeedback: experimental,,False,18 Years,,MALE,Transgender Women; Voice Alteration,human_review,medium,likely_exclude
NCT07075731,exclude,recorded_adjudication,Human confirmation: explicit TGD population undergoing or planning hysterectomy; the study evaluates cervical/endometrial cancer screening and self-testing rather than GAHT.,Cervical and Endometrial Cancer Screening in Patients Seeking Gender-Affirming Hysterectomy,OBSERVATIONAL,RECRUITING,,,2026-07-16,40,,No intervention,,False,18 Years,,ALL,Cancer Screening; Transgender; Gender Diverse Populations,human_review,medium,likely_exclude
NCT07085715,exclude,recorded_adjudication,Human confirmation: transgender women are included in a pan-viral HIV/hepatitis screening and linkage-to-care study; no GAHT research component is registered.,Pan-Viral Screening and Linkage to Care Among GBMSM and Trans Women in Spain,OBSERVATIONAL,NOT_YET_RECRUITING,2025-10,2025-07-25,2025-07-25,500,Fundació Institut Germans Trias i Pujol,"Online self-sampling testing strategy to enhance pan-viral testing (HBV, HCV, HIV)",,False,18 Years,,MALE,HIV; Hepatitis B; Hepatitis C,human_review,medium,likely_exclude
NCT07092527,include,recorded_adjudication,Human confirmation: explicit TGD population; reproductive hormone secretion is measured before and during testosterone GAHT.,"Androgen Effects on the Reproductive Neuroendocrine Axis, 2025 Version",INTERVENTIONAL,RECRUITING,2025-12-05,2025-07-30,2026-01-15,80,"University of California, San Diego",Testosterone Cypionate 50 milligrams per millileter (mg/mL) Injectable Solution,United States,False,18 Years,35 Years,FEMALE,Transgenderism; Reproductive Issues,likely_include,high,agree_likely_include
NCT07128771,include,recorded_adjudication,Human confirmation: explicit TGD population; cardiovascular and body-composition outcomes are followed from GAHT initiation through subsequent months.,Cardiomodulatory Effects of Gender-Affirming Hormone Therapy,OBSERVATIONAL,ENROLLING_BY_INVITATION,2025-09-05,2025-08-19,2026-01-12,450,"University Hospital, Akershus",,Norway,False,16 Years,,ALL,Gender Incongruence; Cardiovascular Disease (CVD) Risk Factors,likely_include,high,agree_likely_include
NCT07145281,include,recorded_adjudication,Human confirmation: explicit transgender women population; sublingual versus oral estradiol-based feminizing regimens are directly compared for coagulation outcomes.,"Comparing the Effects of Sublingual Estradiol Treatment Versus Oral Estradiol With Cyproterone Acetate (CPA) Treatment on The Coagulation System in Transgender Women: A Prospective, Controlled Cohort Study",INTERVENTIONAL,COMPLETED,2022-11-10,2025-08-28,2025-08-28,30,Tel-Aviv Sourasky Medical Center,"Estradiol (E2); Cyproterone Acetate (Androcur, BAY94-8367)",Israel,False,18 Years,45 Years,MALE,"Gender Dysphoria, Adult; Blood Coagulation; Coagulation Factors; Transgender Persons, M01.777.500; Hemostasis; Transgender Women",likely_include,high,agree_likely_include
NCT07145827,exclude,validated_obvious_exclude_stratum,No individual adjudication recorded; retained as an obvious exclude after the predefined Sol audit and 25-study low-priority QC sample showed no obvious-exclude reversals.,Effect of Metformin on Endometrial Thickness in Postmenopausal Breast Cancer Patients Receiving Tamoxifen,INTERVENTIONAL,COMPLETED,2024-01-02,2025-08-28,2025-09-12,60,Uruk University,Metfomin; tamoxifen; Placebo matching Metformin,Iraq,False,,,FEMALE,Breast Cancer; Endometrial Hyperplasia and Endometrial Cancers,obvious_exclude,high,
NCT07147166,exclude,recorded_adjudication,"Human confirmation: explicit gender-affirming mastectomy population; the intervention is a force-modulating scar device and outcomes concern hypertrophic scarring, not GAHT.",Evaluating the Efficacy of Force Modulating Tissue Bridge Device in Preventing Hypertrophic Scars Following Gender-Affirming Mastectomy,INTERVENTIONAL,RECRUITING,,,2026-06-04,78,,Brijjit® BP100-6 and BP-75; Control: Standard of care and normal wound dressing,,False,19 Years,,ALL,Gender Dysphoria; Mastectomy; Hypertrophic Scar,human_review,medium,likely_exclude
NCT07148921,include,recorded_adjudication,Human confirmation: explicit TGD population; pain and sensory thresholds are measured before and during testosterone or estradiol GAHT with hormone concentrations monitored.,Perception of Pain During Gender Affirming Hormone Therapy,OBSERVATIONAL,RECRUITING,2024-12-01,2025-08-29,2025-08-29,40,Medical University of Vienna,Quantitative Sensory Testing; Patient Health Questionnaire 9; Hormone concentrations,Austria,False,18 Years,,ALL,Transgender Persons; Pain Threshold; Perception of Pain; Sex Hormones,likely_include,high,agree_likely_include
NCT07181551,exclude,recorded_adjudication,"Human confirmation: explicit transgender-adult population; the mobile intervention targets smoking cessation and related psychosocial factors, with no hormone-specific GAHT research component.",Forward to Quit: A Person-centered Mobile Technology Intervention for Smoking Cessation Among Transgender Adults,INTERVENTIONAL,ACTIVE_NOT_RECRUITING,,,2026-06-30,47,,Forward to Quit (F2Q),,False,18 Years,,ALL,Smoking Cessation,human_review,medium,likely_exclude
NCT07187947,include,recorded_adjudication,Human confirmation: explicit TGD population; cardiovascular outcomes are explicitly studied across masculinizing and feminizing GAHT types and formulations.,Cardiovascular Health of Transgender Individuals During the Gender-affirming Pathway,OBSERVATIONAL,RECRUITING,2025-07-18,2025-09-23,2025-09-23,500,IRCCS Azienda Ospedaliero-Universitaria di Bologna,Feminizing GAHT; Masculinizing GAHT,Italy,False,18 Years,,ALL,Gender Incongruence; Cardiovascular (CV) Risk; Cardiovascular Disease Risk Factor; Cardiovascular Disease Acute; Cardiovascular Health Status; Cardiovascular Disease (CVD); Cardiovascular Disease Prevention,likely_include,high,agree_likely_include
NCT07194226,exclude,recorded_adjudication,"Human confirmation: explicit transgender population; the study evaluates fertility-preservation decisions and regret, while hormone-treatment history is transition background rather than an explicit GAHT exposure, comparison, monitoring target, or outcome.",Attitudes and Decision Regret Regarding Fertility Preservation in Transgender Individuals,OBSERVATIONAL,COMPLETED,,,2025-09-26,616,,No intervention (observational study),,False,18 Years,,ALL,Fertility Preservation in Transgender Persons,human_review,medium,likely_exclude
